Name_CH,Name_ML,Name_EN,Location,Longitude,Latitude,Region,Category,PageNumber,,
大山脚佛学会,Persatuan Buddhist Bukit Mertajam,Bukit Mertajam Buddhist Association,"22, Lengkok Betik Tmn Sri Jaya Off Jalan Sungai Rambai, 14000 Bukit Mertajam, Pulau Pinang.",100.4546552,5.3640473,Penang,宗教,108,,
大山脚福德正神理事会,"Hock Teik Cheng Sin Temple, Bukit Mertajam",,"1703, Jalan Aston, 14000 Bukit Mertajam, Penang.",100.463639,5.362442,Penang,宗教,108,,
大山脚甘榜艾士顿三王府庙,Pertubuhan Penganut Dewa Sam Ong Hoo Kg. Aston Bukit Mertajam Seberang Prai Tengah,,"No.912, Kg. Aston Road, Bukit Mertajam, Seberang Prai Tengah.",100.4626144,5.3640712,Penang,宗教,108,,
大山脚帝沙南眉地灵宫（拿督公）,Pertubuhan Penganut Tit Leng Kong Desa Damai,,"1235, Padang Lallang, Taman Desa Damai, 14000 Bukit Mertajam, Seberang Perai Tengah.",100.448342,5.365341,Penang,宗教,108,,
大山脚丹那烈南极仙翁,Pertubuhan Penganut Dewa Nan Ji Xian Ong Tanah Liat Bukit Mertajam Seberang Perai,,"1317 Jalan AAengkuang Kg. Berapit, Bukit Mertajam, Pulau Pinang.",100.4809576,5.385883,Penang,宗教,108,,
大山脚高巴三万本南地红毛园济公庙,Pertubuhan Penganut Dewa Chee Kong Penanti Bukit Mertajam Seberang Perai,,"491 Penanti Estate Kubang Semang, Bukit Mertajam, Seberang Perai.",100.4637611,5.403828,Penang,宗教,108,,
大山脚玉皇大帝（天公坛）,Persatuan Penganut Dewa Yeok Ong Tye Tay （Tian Kong Thuan）Bukit Mertajam,,"36 Lorong Rusa 2, Taman Selamat, Bukit Mertajam.",100.4859603,5.3299322,Penang,宗教,109,,
大山脚星君庙,Pertubuhan Pengikut Rumah Berhala Xing Jun Miao Bukit Mertajam,Xing Jun Society Bukit Mertajam,"No.69 & 71, Jalan Sepakat, Taman Sri Tenang, Bukit Mertajam, Seberang Perai.",100.4750638,5.3487654,Penang,宗教,109,,
大山脚圣淘沙花园大伯公庙,Persatuan Penganut Dewa Tua Pek Kong Taman Sentosa Bukit Mertajam Seberang Perai Tengah,,"No.2404, Jalan Kampung Bharu, Bukit Mertajam.",100.473524,5.352104,Penang,宗教,109,,
大山脚三宝佛会,Persatuan Penganut-penganut Buddha Sam Poh Bukit Mertajam,,"No.8, Lorong Harmoni l, Taman Bukit Mas, Bukit Mertajam.",100.4747814,5.353949,Penang,宗教,109,,
大山脚双溪轮武南天门济公活佛,Pertubuhan Penganut Dewa Nam Thean Moon Chee Koong Wa Hood Sg. Lembu Bukit Mertajam Seberang Perai,,"No.7, Jalan Sg. Lembu, Bukit Mertajam, Seberang Perai Tengah.",100.5203781,5.3548825,Penang,宗教,109,,
大山脚双溪南湄大伯公（福德祠）,Persatuan Penganut Dewa Tua Pek Kong （Hock Teik Si） Sg. Rambai Seberang Perai Tengah,,"421 Sg. Rambai Bukit Mertajam, Seberang Perai Tengah.",100.4512784,5.364539,Penang,宗教,109,,
大山脚鱼池北方宫,Persatuan Penganut-penganut Dewa Peh Fang Kong,,"L 565, MK 8, Kg. Permatang Rawa, 14000 Bukit Mertajam, Pulau Pinang.",100.4400594,5.3669429,Penang,宗教,109,,
大山脚双溪武福德正神,Pertubuhan Penganut Dewa Hock Teck Chin Sin Sg. Lembu Bukit Mertajam Seberang Perai Tengah.,,"490 Jalan Lurus Lot 635, MK18, Sg. Lembu, Bukit Mertajam.",100.460544,5.364991,Penang,宗教,109,,
大山脚武拉必村黄老仙师,Rumah Berhala Wong Lau Sian Su Kg. Berapit Bukit Mertajam Seberang Perai,,1186 Jalan Empat Kg. Berapit Bukit Mertajam.,100.4712367,5.3769146,Penang,宗教,109,,
大山脚武拉必济公先师坛,Persatuan Penganut Dewa Che Kong Xian Su Tuar Berapit Bukit Mertajam,,"1181 Jalan Empat, Berapit Bukit Mertajam, Seberang Perai Tengah.",100.4705584,5.3801361,Penang,宗教,109,,
大山脚武拉必村真君大帝理事会,J.K. Rumah Berhala Chin Koon Tai Tee Bukit Mertajam,,"1206, Perkampongan Berapit, 14000 Bukit Mertajam.",100.47265,5.38156,Penang,宗教,109,,
大山脚孟光大伯公庙,Pertubuhan Penganut Tua Peck Kong Mengkuang Seberang Perai,,"Lot 474 Jalan AAengkuang Kubang Ulu, Bukit Mertajam.",100.4862774,5.4179437,Penang,宗教,109,,
高渊凤山寺广泽尊王庙,Tokong Kong Teik Chun Ong( Kong Tein Ong Temple) Jalan Permai Nibong Tebal Seberang Perai Selatan,,"1425 Jalan Permai, Nibong Tebal Seberang Perai Selatan.",100.4820373,5.1661976,Penang,宗教,110,,
高渊东海园拿督公庙理事会,Pertubuhan Penganut Dewa Tong Hai Na Tok Kong Nibong Tebal Seberang Perai,,"2519 Jalan Sg. Daun, Nibong Tebal, Seberang Perai Selatan.",100.4775405,5.1721468,Penang,宗教,110,,
高渊德教会振积阁,Persatuan Amal Chin Chee Kok,,"21/22, Jalan Ooi Kar Seng, Taman Bistari, 14300 Nibong Tebal, Seberang Perai Selatan.",100.4697548,5.1726345,Penang,宗教,110,,
浮罗山背德教会振立阁,Persatuan Pendidikan Akhlak Chin Lip Kok Pulau Pinang,,924 Jalan Batak Relauz Pulau Pinang.,100.2699892,5.3373278,Penang,宗教,110,,
高巴三万佛教会,"Persatuan Ugama Buddha Kubang Semang, Seberang Perai",,"TBP NO.1981 MK.3 Kubang Semang, Bukit Mertajam.",100.4590091,5.365458,Penang,宗教,110,,
浮罗佛教修行林,Pertubuhan Pertapaan Penganut Agama Buddha Balik Pulau Buddhist Hermitage,,"471-A, Mukim 4, Batu Itam, 11000 Balik Pulau, Pulau Pinang",100.2347789,5.3730755,Penang,宗教,110,,
大圣宫,Rumah Berhala Tah Seng Kung Berapit Bukit Mertajam,,"2063 MK 9, Lorong Gasing Dua, Taman Berapit, Bukit Mertajam, Seberang Perai.",100.4745456,5.3853232,Penang,宗教,110,,
飞龙社,Hooi Leong Seah,,"377-C, Jalan Perak, 11600 Penang.",100.314762,5.3964323,Penang,宗教,110,,
丁加奴律福德祠,Trengganu Road. Hock Teik Seu Temple,,"Jalan Trengganu, 10460 Pulau Pinang.",100.3089171,5.4071574,Penang,宗教,110,,
峰溪山大伯公庙,Persatuan Binaan Rumah Berhala Tua Pek Kong Telok Bahang,,11050 Pulau Pinang.,100.2319757,5.4583159,Penang,宗教,110,,
丹绒武雅大山宫,Tai Sun Keng Temple Tanjung Bunga,,"Lot.1, Part 39 MK 18, Tanjong Bunga, 11200 Pulau Pinang.",100.2880581,5.467688,Penang,宗教,110,,
发一崇德槟威区(同合坛),Pertubuhan Pengajian Tao(Tong Her) Pulau Pinang,,,,,Penang,宗教,110,,
高渊港口天后圣母宫理事会,Rumah Berhala Thean Hor Seah Bor Sungai Udang,,"1850, Sungai Udang, 14310 Nibong Tebal, Province Wellesley.",100.429161,5.163703,Penang,宗教,111,,
高渊港口仙法师公古庙,Rumah Berhala Xian Fa Shi Gong (Sg Udang Nibong Tebal),,"TBP 660 Sungai Udang 14310, Nibong Tebal, Seberang Perai Selantan, Penang.",100.4291606,5.1635602,Penang,宗教,111,,
高渊旧巴杀路拿督公理事会,Pertubuhan Penganut Dewa Na Tok Kong (Jalan Pasar Lama) Nibong Tebal Seberang Perai,,"No.49 Jalan Pasar Lama Nibong Tebal, Seberang Perai.",100.4764033,5.1644534,Penang,宗教,111,,
关帝庙新慈善堂,Rumah Berhala Kuan Tee Nibong Tebal Seberang Perai Selatan,,"1338 Jalan Pemai, Nibong Tebal, Seberang Perai Selatan.",100.4821489,5.1661621,Penang,宗教,111,,
高渊南天宫,Persatuan Penganut Dewa Nam Thian Kong Nibong Tebal Seberang Perai Selatan,,"TS 2439 Bagan Buaya Changkat, Nibong Tebal, Seberang Perai Selatan.",100.4747259,5.1896695,Penang,宗教,111,,
广福庙济公先师,Persatuan Penganut Dewa Chee Kong Sean Soo Seberang Perai,,"1009 Permatang Tinggi Village, Bukit Mertajam.",100.483714,5.303481,Penang,宗教,111,,
郭龙殿四王府,Persatuan Penganut Dewa Si Ong Hoo(Koay Leong Tean) Pulau Pinang,,"207C, Jelytong Barat, 11600 Pulau Pinang.",100.311323,5.3892299,Penang,宗教,111,,
国际佛光分会马来西亚协会槟城分会,,Malaysian Fo Guang Buddhist Association,"5-04-03, Tingkat 4, Hunza Complex, Greenlane Heights, Jalan Gangsa, 11600 Penang.",100.297237,5.392382,Penang,宗教,111,,
哈密顿路凤山寺三圣宫,Pertubuhan Dewa Hong San Si Sam Seng Kong Pulau Pinang,,"205-P, Jalan Hamilton, 11600 Penang.",100.3086685,5.3998107,Penang,宗教,111,,
鬼谷仙师道坛,Persatuan Penganut Dewa Koay Kok Sen Soo Pulau Pinang,,"326C Jalan Perak, Jelutong, Pulau Pinang.",100.3147997,5.40009,Penang,宗教,111,,
关打贺丁加奴路福德祠大伯公庙,Counter Hall Trengganu Road Hock Teik Sey Tua Peh Kong Temple,,"Temple nxt 67A, Jalan Trengganu, 10460 Pulau Pinang.",100.3085721,5.4051642,Penang,宗教,111,,
广福宫,Kong Hock Keong,,"No.30, Jalan Masjid Kapitan Keling, 10200 Pulau Pinang.",100.338764,5.418474,Penang,宗教,111,,
晋义佛堂,Pertubuhan Penganut Dewa Jin Yi Fo Tang Bukit Mertajam Seberang Perai Tengah,,"14, Lorong Perwira l, Taman Perwira Bukit Mertajam.",100.4779219,5.2976209,Penang,宗教,112,,
救济宫,Kiu Chea Kean,,"20, Lintang Belimbing, Taman Manis, Bukit Tengah, 14000 Bukit Mertajam, Pulau Pinang.",100.4391344,5.3484354,Penang,宗教,112,,
静心宫,Pertubuhan Penganut Dewa Ching Sing Kong,,"4019, MK.14 Jalan Bukit Kecil, Bukit Mertajam, Seberang Perai Tengah.",100.4590807,5.355683,Penang,宗教,112,,
集福堂,Chip Hock Tong,,"96A East Jelutong, Pulau Pinang.",100.322912,5.401499,Penang,宗教,112,,
哈密顿路拿督阿伯理事会,Pertubuhan Penganut Dewa Nah Toh Ah Peh Pulau Pinang,,"230-E, Jalan Halmiton, 11600 Penang.",100.3086685,5.3998107,Penang,宗教,112,,
基督使命中心,Pertubuhan Kristus Pulau Pinang,,"40, Jalan Lim Lean Teng, Pulau Pinang.",100.3051393,5.4058822,Penang,宗教,112,,
慧音社,Pertubuhan Hui Yin She,,"700-H, Jalan Lintang, Mk 16, 11500 Ayer Ham, Penang.",100.2786863,5.4070413,Penang,宗教,112,,
金灵坛,Pertubuhan Penganut Dewa Kim Leng Tuah Pulau Pinang,,"22, Presgrave, 10300 Pulau Pinang.",100.3313334,5.4105531,Penang,宗教,112,,
吉宁万山区大伯公协会,Persatuan penganut-Penganut Tua Peh Kong Kawasan Pasar Chowrasta,,"17, Jalan Chowrasta, 10100 Pulau Pinang.",100.331857,5.4181096,Penang,宗教,112,,
华严学会,Pertubuhan Buddhist Hwa Yen Pulau Pinang,Hwa Yen Buddhist Society Penang,"52-F, Rangoon Road, Pulau Pinang.",100.3245745,5.4183602,Penang,宗教,112,,
海珠屿大伯公庙,Thai Pak Koong Temple,,"32-A, Lebuh King, 10200 Pulau Pinang.",100.3400694,5.4185538,Penang,宗教,112,,
甲抛容底五皇庙,Rumah Berhala Caik Ong,,"973, Jalan Perak, Kopala Batas, 13200 S.P. (U) Pulau Pinang.",100.424933,5.5122979,Penang,宗教,112,,
峇六拜过山区太上坛,"Persatuan Penganut Dewa Thai Siang Than Sg.Tiram, Bayan Lipas, Pulau Pinang",,"328, MK.G.Sungai Tiram, Bayan Lepas, 11900 Pulau Pinang.",100.2785782,5.303739,Penang,宗教,113,,
垄尾香焚念佛会,Persatuan Penganut Agama Buddha Heong Noon Pulau Pinang,,"1055-V, No.45, Mukum 13, Jalan Paya Terubong, 11060 Pulau Pinang.",100.2759768,5.3335608,Penang,宗教,113,,
李仙姑娘庵,Pertubuhan Penganut Dewi Lee Shien Koh Neoh Kg. Tanah Liat Bukit Mertajam,,"No.423, MK 9, Kg. Tanah Liat, Bukit Mertajam, Pulau Pinang.",100.4654182,5.384437,Penang,宗教,113,,
灵海殿,Pertubuhan Penganut Dewa Leng Hai Tran Geogetown,,"Blok 90-1-8, Flat Batu Lanchang, 11960 Pulau Pinang.",100.308087,5.388728,Penang,宗教,113,,
雷阴寺,"Persatuan Penganut Dewa Looi Im Si Jelutong Barat, Pulau Pinang",,"277-F, Jelutong Barat, Pulau Pinang.",100.311323,5.3892299,Penang,宗教,113,,
灵海殿,Pertubuhan Penganut Dewa Leng Hai Tean,,"52, Jalan Tan Sri The Ewe Lim, 11600 Penang.",100.3109789,5.3918739,Penang,宗教,113,,
莲华洞太上老君,Lean Wah Thong,,"815, Mk-16, Air ltam, 11500 Pulau Pinang.",100.2768388,5.3955847,Penang,宗教,113,,
莲池佛会,,Lean Tee Buddhist Association,"No.47, Kuantan Road, Pulau Pinang.",100.3243481,5.4105402,Penang,宗教,113,,
峇东埔浮桥头广德宫,Pertubuhan Penganut Guang De Gong Titi Timbul Permatang Pauh,,"Lot 25, Bandar Perai, Permatang Pauh.",100.4132858,5.41106,Penang,宗教,113,,
峇东埔小山区盂兰胜会,Pertubuhan Perayaan Yu Lan Bukit Pelanduk Permatang Pauh MK 4 Bukit Mertajam,,"681, MK 4, Bukit Pelanduk, 13500 Permatang Pauh, Bukit Mertajam.",100.4199901,5.4111956,Penang,宗教,113,,
峇东埔庆赞中元,Pertubuhan Perayaan Qing Zan Zhong Yuan Permatang Pauh Seberang Perai Tengah,,"No.504 MK 2, Jalan Samagagah, Permatang Pauh, Seberang Perai Tengah.",100.4122539,5.4117169,Penang,宗教,113,,
救世昆仑宫,Rumah Berhala Kew Swh Kun Loon Keong Kew She Kun Loon Keong,,"18, Medan Lim Cheng Teik, 10250 Pulau Pinang.",100.3174249,5.4271063,Penang,宗教,113,,
美湖广福宫庙,,Kong Hock Keong Temple,"17, Gertak Sanggul, 11910 Pulau Pinang.",100.191317,5.282883,Penang,宗教,114,,
拿督公庙中坛元师庙,Persatuan Penganut Dewa Dato Kong,,"No.6, Lorong Sri Kijang 44, Taman Sri Kijang, 14000 Bukit Mertajam.",100.4733349,5.320082,Penang,宗教,114,,
马来西亚真佛宗大山脚天仙堂,Pertubuhan Lin Shen For Chong Thean Sien Tong Bukit Mertajam,,"2955, 2956, 2957 Jalan Seladang, Taman Selesa Alma, Bukit Mertajam.",100.4818459,5.3295939,Penang,宗教,114,,
马来西亚佛教徒静坐中心,,Malaysian Buddhist Meditation Centre,"355 Green Lane, Jelutong, Pulau Pinang.",100.3083599,5.3800482,Penang,宗教,114,,
马来西亚佛光协会,,Malaysian Fo Kuang Buddist Association Penang State Liaison Committee,"Blok 5, 4th Floor 3, Hunza Complex, Green Lane Heights, Jalan Gangsa, 11600 Pulau Pinang.",100.2981392,5.3930458,Penang,宗教,114,,
马来西亚斗母宫九皇大帝总会,Gabungan Dou Mu Gong (Jiu Wang Da Di) Malaysia,,"18, Jalan Limbungan Off Jalan Chain Ferry, 12100 Butterworth.",100.3820252,5.4013762,Penang,宗教,114,,
鲁国大夫庙,Rumah Berhala Li Guo Tai Fu Pulau Pinang,Li Guo Tai Fu Temple,"73-A East Jelutong, Jelutong, Pulau Pinang.",100.3244676,5.4021541,Penang,宗教,114,,
马来西亚财帛星君总庙,Persatuan Penganut Penganut Hsin Cjuin Malaysia,Hsin Cjuin Devotees Association Malaysia,"32T Mkl3 Jalan Chor Sin Kheng Air ltam, 11500 Pulau Pinang.",100.283589,5.402812,Penang,宗教,114,,
马来西亚槟城四条路大普公坛,Persatuan Penganut Dewa Tai Per Kong Pulau Pinang,,"ll, Jalan Macnair, 10300 Pulau Pinang.",100.3323561,5.4078471,Penang,宗教,114,,
庙香林,Beow Hiang Lim Lean Seng Lian Hood Hor Chor Hoay Penang,,"No.90, Burmah Road, Pulau Pinang.",100.327569,5.4190623,Penang,宗教,114,,
马来西亚佛教总会,Persatuan Buddhist Malaysia,Malaysian Buddhist Association,"No.182, Jalan Burmah, 10050 Pulau Pinang.",100.3195071,5.4255696,Penang,宗教,114,,
马来西亚创价学会(槟城分会),Persatuan Soka Gakkai MalaysialCawangan Pulau Pinang),Malaysian Soka Gakkai Malaysia (Penang Branch),"190, Jalan Burma, 10350 Pulau Pinang.",100.3163337,5.4275319,Penang,宗教,114,,
蓬仙道阁太上老君神坛,Pertubuhan Penganut Dewa Tai San Lau Kuan Seberang Perai Selatan,,"No.930, Kg. Wellesley Sg. Bakap, Sg. Jawi, Seberang Perai Selatan.",100.515911,5.216967,Penang,宗教,115,,
七圣宫,"Pertubuhan Penganut Dewi Chit Seng Jalan Bahru, Batik Pulau, Pulau Pinang",,"Tokong Chit Seng, Lot 455 Jalan Bahru, MK D, Balik Pulau, Pulau Pinang.",100.2104858,5.3521487,Penang,宗教,115,,
全真德化道院,Pertubuhan Penganut Quan Zhen Der Huah Tao Yuan,,"21-23, Jalan Permatang Rawa Satu, Kawasan Perniagaan Permatang Rawa, 14000 Bukit Mertajam, Pulau Pinang.",100.4438468,5.3690814,Penang,宗教,115,,
谱贤佛教会,Pertubuhan Buddhist Pu Xian Pulau Pinang,Jelutong Buddhist Society Penang,"392 Jalan Bukit Dumbar, Jelutong Timur, Pulau Pinang.",100.3155439,5.3859093,Penang,宗教,115,,
青草巷大圣公,Persatuan Penganut Dewan Tai Sheng Keong Green Lane,,"146-G, Jalan Tan Sri Teh Ewe Lim, Pulau Pinang.",100.306096,5.3926406,Penang,宗教,115,,
清龙殿,Persatuan Penganut Dewa Cheng Leong Tean Jelutong Barat Pulau Pinang,,"305-B Jelutong Bara, Jelutong, Pulau Pinang.",100.310501,5.3950124,Penang,宗教,115,,
日落洞灵隐寺济公活佛,Persatuan Penganut Dewa Chek Kong Wak Hoot (Lin Yang Si) Pulau Pinang,,"NO. 244-W Jelutong Barat, Pulau Pinang.",100.310501,5.3950124,Penang,宗教,115,,
日落洞碧云宫,Pertubuhan Penganut Dewa Phaik Hoon Kiong Jalan Jelutong,,"297, Jalan Jelutong, 11600 Pulau Pinang.",100.3180325,5.3961521,Penang,宗教,115,,
南海宫,"Persatuan Penganut Dewi Lam Hai Kuan Say Im Por Sat, Pulau Pinang",,"35, Lebuh Bakau, 11600 Pulau Pinang.",100.3227897,5.3993696,Penang,宗教,115,,
清岩宫,Pertubuhan Penganut Dewa Qing Yang Gong Pulau Pinang,,"156-A, Lebuh Victoria, 10300 Georgetown, Pulau Pinang",100.338847,5.4134365,Penang,宗教,115,,
琼宜社南天宫,Persatuan Kheng Yee Nam Hin Kong,,"534, MK 18 Tanjong Bunga, 11200 Penang.",100.2880581,5.467688,Penang,宗教,115,,
青龙宫,Pertubuhan Penganut Dewa Chin Long Gong Kg. Selamat Tasek Gelugor Seberang Perai Utara,,"1571 Tingkat Selamat 7, Kg. Selamta, Tasek Gelugo, Seberang Perai Utara, Pulau Pinang.",100.5123044,5.5075845,Penang,宗教,115,,
山甲日大伯公庙,Pertubuhan Penganut Dewa Sua Kak Goik Tua Pek Kong Seberang Perai Selatan,,"No.660 Sg. Udang, Nibong Tebal, Seberang Perai Selatan.",100.4291606,5.1635602,Penang,宗教,116,,
山脚镇中元盂兰胜会,Perayaan Teong Guan Yee Lam Sen Huey Yee Lam Seng Huey,,"9, Lorong Impian 23, Tmn lmpian, 14000 Bukit Mertajam, Seberang Perai Tengah.",100.479682,5.3132957,Penang,宗教,116,,
柔府村福德宫三王府理事会,Pers Penganut Rumah Berhala Hock Teik Keng Sum Ong Hoo Kg. Juru Dan Bukit AAinyak,,"Lot 156, Dewan Serbaguna Perkampongan Juru, Bukit Mertajam",100.44336,5.3151485,Penang,宗教,116,,
诗不朗再也观音庙,Persatuan Penganut Dewi Bodhisatha Guang Yin Seberang Jaya,,"No.14, Tingkat Siakap 11, Seberang Jaya.",100.4009171,5.383447,Penang,宗教,116,,
日落洞玄武山玉皇殿,Persatuan Dewa Hean Boo San Gaik ong Tean Jelutong Timur,,"398-C, Jalan Bk Dumbai, Jelutong Timur, 11600 Penang.",100.31621,5.38651,Penang,宗教,116,,
日落洞区巴刹盂兰胜会,Persatuan Teong Guan Ailir Pasar Jelutong,,"615, Jalan Jelutong, Penang.",100.3129769,5.3885275,Penang,宗教,116,,
太师府,Persatuan Penganut Desa Tye Su Hoo,,"135, Jalan Free School, 11600 Pulau Pinang.",100.313693,5.4032206,Penang,宗教,116,,
天凤社济圣阁,"Persatuan Thean Hong Seah, Chee Seah Koh, Pulau Pinang",,"No.630, Mk 16, Jalan Lintang Air ltam, Pulau Pinang.",100.278394,5.4063185,Penang,宗教,116,,
天佛公齐善堂,Pertubuhan Penganut Dewa Hong San Tai Ong Pulau Pinang,,"15 Jalan Raja Gopal, Pulau Pinang.",100.3146139,5.4265419,Penang,宗教,116,,
天福宫,Theam Hock Keong,,"3676, Bagan Ajam, 13000 Butterworth.",100.380375,5.443156,Penang,宗教,116,,
三龙仙师殿,Persatuan Penganut Dewa Sum Leng Sean Soo Pulau Pinang,,"601 FLebuh Permai, Tanjong Bungah, Pulau Pinang.",100.2800463,5.462778,Penang,宗教,116,,
天地堂三保宫,Rumah Berhala Thean Thay Tong(Sum Poh Kong),,"Lot 19, Mk-7, Teluk Air Tawar, 13050 Butterworth, Seberang Perai.",100.3850741,5.482468,Penang,宗教,116,,
添应坛,Pertubuhan Penganut Dewa Thiam Eng Tua Nibong Tebal Seberang Perai Selatan,,"No.2, Lorong Kedidi, Taman Trans Krian, Nibong Tebal, Seberang Perai Selatan, Pulau Pianang.",100.4881615,5.1339184,Penang,宗教,117,,
天后圣母宫,Pertubuhan Penganut Kepercayaan Thean Hor Seah Bor,,"2178, Jalan Tokong Kg. Jawi, Sg Bakap, 14200 Sg. Jawi, Pulau Pinang.",100.493901,5.213337,Penang,宗教,117,,
万仙坛,Persatuan Penganut Dewa Leng Teik Seng Koon Air Itam Pulau Pinang,,"83-D Paya Terubong Road, Air ltam, 11500 Pulau Pinang.",100.2747354,5.3790192,Penang,宗教,117,,
天后宫理事会,"Pertubuhan Penganut Thean Hor Keong, Kuala Sg. Pinang, Pulau Pinang (1991)",,"Kuala Sg. Pinang, Balik Pulau, Pulau Pinang.",100.20221,5.393231,Penang,宗教,117,,
头条路斗母宫,Tow Boe Keong Kew Ong Tai Tay Keong Tnuah,,"1, Lintang Macallum 2, 10300 Pulau Pinang.",100.3338978,5.4035932,Penang,宗教,117,,
土桥尾哪卓公,Pertubuhan Penganut Dewa Na Tok Kong,,"Gat Lebuh Noordin, 10300 Pulau Pinang.",100.3340914,5.4091493,Penang,宗教,117,,
天龙寺济公活佛,Persatuan Penganut Dewa Chee Kong Wah Hood,,"32, Jalan Selangor, 10400 Pulau Pinang.",100.3238351,5.4141159,Penang,宗教,117,,
威北槟榔东海玉帝宫理事会,Persatuan Penganut Dewa Gaik Ong Penang Tunggal Seberang Perai Utara,,"1614, Kampung Setol, 13210 Pinang Tunggal, Seberang Perai Utara, Pulau Pinang.",100.42303,5.471519,Penang,宗教,117,,
威北槟榔东海佛教会,"Persatuan Penganut Agama Buddha Pinang Tunggal Seberang Perai Utara, Pulau Pinang.",,"674 Kg. Setol, Pinang Tunggal Kepala Batas, Seberang Perai Utara, Pulau Pinang.",100.4300481,5.4734104,Penang,宗教,117,,
威北打昔牛汝莪明福善社,Persatuan Penganut-Penganut Dewa Beng Hock Sean Siah Tasek Glugor Seberang Perai Utara,,"No.2110 Tingkat Selamat 2, Kg. Selamat Tasek Gelugor, Seberang Perai Utara, Pulau Pinang.",100.5031455,5.4923745,Penang,宗教,117,,
威北甲抛巴底二条路福德祠,Rumah Berhala Hock Teik Lahar Bubu Jalan Dua Kepala Batasz Seberang Perai,,"612 Jalan Perak, 13200 Kepala Batas, Seberang Perai, Pulau Pinang.",100.4249609,5.5124052,Penang,宗教,117,,
威北甲抛巴底玉宫庙,"Jawatankuasa Pengurus Rumah Berhaka Gaik Ong Kepala Batas, Seberang Perai",,"Rumah Berhaka Gaik Ong, Jalan Kedah, Kepala Batas, Seberang Perai Utara, Pulau Pinang.",100.4255864,5.5190594,Penang,宗教,117,,
威南高渊港口山甲月大伯公庙,Pertubuhan Penganut Dewa Sua Kak Goik Tua Pek Kong Seberang Perai Selatan.,,"660, Sungai Udang, 14310 Nibong Tebal Seberang Perai Selatan.",100.4291606,5.1635602,Penang,宗教,118,,
威南高渊上清阁张天师道教理事会,Persatuan Penganut Dewa Teoh Thean Soo,,"466, Jalan Permai, 14300 Nibong Tebal Seberang Perai Selatan, Pulau Pinang.",100.4820373,5.1661976,Penang,宗教,118,,
威南高渊佛教会,Persatuan Buddhist Nibong Tebal Pulau Pinang,,"No.5, Pekeliling Kenari, Taman Nibong Tebal Pulau Pinang.",100.4730487,5.1680275,Penang,宗教,118,,
威南高渊广福宫福德正神,Rumah Berhala Kwong HOck Keong Hock Teik Cheng Sin Nibong Seberang Perai,,"57, Lebuh Armenian, George Town, 10200 George Town, Pulau Pinang, Malaysia",100.336796,5.416396,Penang,宗教,118,,
威南高渊济公坛,Persatuan Penganut Dewa Chee Kong Nibong Tebal Seberang Perai Selatan,,"52, Jalan Chenderawasih 5, Taman Chenderawasih, Nibong Tebal Seberang Perai Selatan.",100.4811909,5.1831122,Penang,宗教,118,,
威南佛教会,Persatuan Ugama Buddha Seberang Perai Selatan.,,"3-35, Lengkok Beduk, Taman Sri Amen, 14200 Sg. Bakap, Seberang Perai Selatan.",100.489246,5.2334427,Penang,宗教,118,,
威南华都村济公庙理事会,Pertubuhan Penganut Dewa Chee Kong,,"2220 Jalan 6, Kg. Valdor, 14200 Sungai Bakap.",100.4924674,5.2399164,Penang,宗教,118,,
威南华都村大伯公庙,Rumah Berhala Tua Pek Kong Kg. Valdor Seberang Perai Selatan,,"Jalan 6, Kg. Valdor Sg. Jawi, Seberang Perai Selatan.",100.492,5.24073,Penang,宗教,118,,
威南华都村关公庙,Pertubuhan Pengikut Rumah Berhala Kuah Kong Kg. Valdor Sg. Bakap,,"Rumah Berhala Kuah Kong, Jalan 7, Perkampungan Valdor, 14200 Sg. Bakap.",100.491792,5.241819,Penang,宗教,118,,
威南华都村大伯公,"Persatuan Penganut Dewa Tua Pek Kong, Kg. Valdorz Sg. Bakap Seberang Perai Selatan",,"No. 1883, Luar Kg. Valdor, Sg. Bakap. Sg. Jawi.",100.4916507,5.2463946,Penang,宗教,118,,
威北甲抛峇底斗母宫,"Persatuan Penganut-Penganut Tau Bo Keong Kepala Batas, Seberang Perai",,"1767 Jalan Duta Off Jalan Dato Haji Ahmad Badawi, Kepala Batas, Seberang Perai Utara, Pulau Pinang.",100.4296136,5.5063965,Penang,宗教,118,,
威北平安村德教会振阳阁,"Jawatankuasa Pengurus Rumah Berhala Chin Yang Kok, Tek Kau Hoay Kg. Selamat Tasek Gelugor Seberang Perai Utara",,"2743 Jalan Pinang Tunggal Kg. Selamat Tasek Gelugor, Seberang Perai Utara.",100.527281,5.51651,Penang,宗教,118,,
威南爪夷德教会振济阁,Persatuan Pendidikan Akhlak Chin Chi Kor Sg. Bakap Seberang Perai Selatan,,"1930 Jalan Sekolah, Kg. Jawi, Sg. Jawi, Seberang Perai Selatan, Pulau Pinang.",100.4952198,5.2136481,Penang,宗教,119,,
威南爪夷德教会紫仪阁,Che Ngee Khon Moral Uplifting Society,,"1278, Jalan Besar Sungai Bakap 14200 Sungai Jawi, Seberang Perai Selatan, Pulau Pinang.",100.4979013,5.2207563,Penang,宗教,119,,
